CATEGORIA,PERFIL,DIA,MES,ANO,IPD,PD,FAMA,ENGAJ,VALENCIA,MOD,RANKING,META,INTERESSE
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  83.37521 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  38.55738 ,  4.00000 ,  3.55394 ,  1.13073 ,  3.82448 ,  1.58593 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.63840 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  38.14411 ,  4.00000 ,  3.83334 ,  1.45025 ,  3.91137 ,  1.10883 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.37380 
Person. Nacionais - Tracking',Lula,14,1,2021,  33.86758 ,  4.00000 ,  2.10852 ,  1.39564 ,  2.52229 ,  1.30552 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.70434 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  32.90299 ,  4.00000 ,  2.47186 ,  1.65086 ,  3.36363 ,  1.77641 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14286 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  29.10149 ,  4.00000 ,  2.41682 ,  1.27215 ,  1.94090 ,  1.81739 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.47477 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  28.25918 ,  4.00000 ,  1.96437 ,  1.47682 ,  3.69178 ,  1.43282 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14316 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  26.42220 ,  4.00000 ,  1.86414 ,  1.63750 ,  1.37869 ,  1.90697 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.30398 
Person. Nacionais - Tracking',João Doria,14,1,2021,  23.07669 ,  4.00000 ,  1.71614 ,  1.23728 ,  1.77337 ,  1.17170 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.75593 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  17.35054 ,  4.00000 ,  1.49895 ,  1.03252 ,  2.34470 ,  1.06771 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  15.30682 ,  4.00000 ,  1.00000 ,  1.12201 ,  1.00000 ,  1.55877 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14197 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  13.43826 ,  4.00000 ,  1.32244 ,  1.00341 ,  1.00000 ,  1.00716 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.12923 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  13.43399 ,  4.00000 ,  1.40273 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.06300 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  12.02602 ,  4.00000 ,  1.11782 ,  1.00040 ,  1.00000 ,  1.00063 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.07924 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  83.37521 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  40.68170 ,  4.00000 ,  3.61256 ,  1.20392 ,  3.80574 ,  1.60706 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.87559 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  38.91053 ,  4.00000 ,  3.94307 ,  1.47746 ,  3.89574 ,  1.10416 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.39026 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  35.20293 ,  4.00000 ,  2.46609 ,  1.67220 ,  3.34165 ,  1.83373 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.49312 
Person. Nacionais - Tracking',Lula,14,1,2021,  34.21606 ,  4.00000 ,  2.08690 ,  1.45751 ,  2.51412 ,  1.31847 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.71535 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  30.28632 ,  4.00000 ,  2.32254 ,  1.35670 ,  3.26999 ,  1.80076 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.13508 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  28.86523 ,  4.00000 ,  1.89637 ,  1.73678 ,  3.63587 ,  1.35169 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14782 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  25.19989 ,  4.00000 ,  1.82173 ,  1.66701 ,  1.39248 ,  1.64833 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.32575 
Person. Nacionais - Tracking',João Doria,14,1,2021,  23.68146 ,  4.00000 ,  1.73212 ,  1.31699 ,  1.71958 ,  1.19105 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.77272 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  17.21152 ,  4.00000 ,  1.46170 ,  1.04072 ,  2.34670 ,  1.06888 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  15.95780 ,  4.00000 ,  1.00000 ,  1.19366 ,  1.00000 ,  1.57643 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.16877 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  13.70900 ,  4.00000 ,  1.37883 ,  1.00000 ,  1.00000 ,  1.00000 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.13441 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  13.39945 ,  4.00000 ,  1.38433 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.07414 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  11.84327 ,  4.00000 ,  1.08896 ,  1.00061 ,  1.00000 ,  1.00062 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.07363 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  83.37521 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  43.67573 ,  4.00000 ,  3.83856 ,  1.26419 ,  3.80322 ,  1.76504 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.99191 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  40.26960 ,  4.00000 ,  3.99894 ,  1.73076 ,  3.89846 ,  1.06838 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.35296 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  35.08323 ,  4.00000 ,  2.28762 ,  1.70038 ,  3.36410 ,  2.04291 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.41086 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  31.59982 ,  4.00000 ,  2.32633 ,  1.40982 ,  3.32803 ,  1.96947 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.13282 
Person. Nacionais - Tracking',Lula,14,1,2021,  30.92640 ,  4.00000 ,  2.12547 ,  1.06777 ,  2.51322 ,  1.12021 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.67153 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  26.58277 ,  4.00000 ,  1.94924 ,  1.30351 ,  3.66191 ,  1.37659 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.09954 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  26.16051 ,  4.00000 ,  1.80795 ,  1.71468 ,  1.45541 ,  1.75073 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.34100 
Person. Nacionais - Tracking',João Doria,14,1,2021,  23.69726 ,  4.00000 ,  1.79307 ,  1.29946 ,  1.92987 ,  1.14890 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.68457 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  20.48674 ,  4.00000 ,  1.46174 ,  1.10560 ,  3.19338 ,  1.03304 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.18744 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  17.37938 ,  4.00000 ,  1.49462 ,  1.04371 ,  2.30967 ,  1.08176 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  16.50609 ,  4.00000 ,  1.00000 ,  1.19733 ,  1.00000 ,  1.66703 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.18014 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  13.49888 ,  4.00000 ,  1.42784 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.05094 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  11.75269 ,  4.00000 ,  1.06569 ,  1.00097 ,  1.00000 ,  1.00088 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.07877 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  79.23013 ,  4.00000 ,  3.21515 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  48.18497 ,  4.00000 ,  4.00000 ,  1.27871 ,  3.80618 ,  1.76037 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.63089 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  40.86301 ,  4.00000 ,  3.17883 ,  1.11254 ,  3.19738 ,  1.03097 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.19303 
Person. Nacionais - Tracking',Lula,14,1,2021,  36.01617 ,  4.00000 ,  1.77361 ,  1.44574 ,  3.81947 ,  1.53897 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.58348 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  35.95873 ,  4.00000 ,  3.36602 ,  1.65262 ,  3.87723 ,  1.06098 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.27607 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  30.13212 ,  4.00000 ,  1.70200 ,  1.61908 ,  3.44322 ,  1.77311 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.37470 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  27.60979 ,  4.00000 ,  1.57061 ,  1.78078 ,  1.51546 ,  1.68499 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.78884 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  27.53797 ,  4.00000 ,  1.82574 ,  1.34815 ,  3.28747 ,  1.76442 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14723 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  25.80198 ,  4.00000 ,  1.64491 ,  1.33417 ,  3.72887 ,  1.49457 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.07940 
Person. Nacionais - Tracking',João Doria,14,1,2021,  21.20629 ,  4.00000 ,  1.54625 ,  1.27224 ,  1.89292 ,  1.12880 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.53507 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  18.69836 ,  4.00000 ,  1.04009 ,  1.26523 ,  1.00000 ,  1.91324 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.23936 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  16.50751 ,  4.00000 ,  1.36025 ,  1.03678 ,  2.29785 ,  1.06335 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  12.99058 ,  4.00000 ,  1.35025 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.03342 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  11.39385 ,  4.00000 ,  1.00000 ,  1.00078 ,  1.00000 ,  1.00083 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.07690 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  75.14121 ,  4.00000 ,  3.03511 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.44150 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  55.21956 ,  4.00000 ,  4.00000 ,  1.27297 ,  3.80146 ,  1.64031 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  42.46444 ,  4.00000 ,  3.24240 ,  1.16250 ,  3.85948 ,  1.09777 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.02357 
Person. Nacionais - Tracking',Lula,14,1,2021,  37.26917 ,  4.00000 ,  1.68325 ,  1.73128 ,  2.78066 ,  1.95020 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.67027 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  34.29584 ,  4.00000 ,  3.28192 ,  1.59818 ,  3.87116 ,  1.04837 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.12869 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  26.52086 ,  4.00000 ,  1.65184 ,  1.31215 ,  3.69915 ,  1.59924 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14069 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  25.91406 ,  4.00000 ,  1.57044 ,  1.45103 ,  3.41710 ,  1.39333 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.27570 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  25.24617 ,  4.00000 ,  1.36748 ,  1.56645 ,  1.51683 ,  1.35056 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.08127 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  23.97093 ,  4.00000 ,  1.56672 ,  1.23522 ,  3.78205 ,  1.34791 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.03858 
Person. Nacionais - Tracking',João Doria,14,1,2021,  19.50266 ,  4.00000 ,  1.49250 ,  1.27042 ,  1.92397 ,  1.13592 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.26448 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  17.94514 ,  4.00000 ,  1.06230 ,  1.26271 ,  1.00000 ,  1.78908 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.20000 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  16.66438 ,  4.00000 ,  1.33558 ,  1.02560 ,  2.49604 ,  1.03893 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  12.71218 ,  4.00000 ,  1.31899 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.01324 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  11.21070 ,  4.00000 ,  1.00000 ,  1.00627 ,  1.00000 ,  1.00067 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.03885 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  74.83964 ,  4.00000 ,  2.82226 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.58789 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  54.92230 ,  4.00000 ,  4.00000 ,  1.27168 ,  3.84837 ,  1.56159 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  41.14083 ,  4.00000 ,  3.12190 ,  1.10781 ,  3.86861 ,  1.10658 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.94506 
Person. Nacionais - Tracking',Lula,14,1,2021,  36.86478 ,  4.00000 ,  1.55719 ,  1.76444 ,  2.77490 ,  1.96003 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.67653 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  33.08144 ,  4.00000 ,  3.14740 ,  1.60771 ,  3.79673 ,  1.01247 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.09379 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  25.01485 ,  4.00000 ,  1.42900 ,  1.48401 ,  3.47162 ,  1.34072 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.23960 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  24.44144 ,  4.00000 ,  1.23973 ,  1.58162 ,  1.52033 ,  1.35153 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.04029 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  24.20808 ,  4.00000 ,  1.49307 ,  1.28494 ,  3.60961 ,  1.50392 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.03107 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  23.65310 ,  4.00000 ,  1.44206 ,  1.23928 ,  3.77673 ,  1.42352 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.02851 
Person. Nacionais - Tracking',João Doria,14,1,2021,  18.08117 ,  4.00000 ,  1.34709 ,  1.24910 ,  1.85889 ,  1.11137 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.22006 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  17.90424 ,  4.00000 ,  1.05249 ,  1.25047 ,  1.00000 ,  1.78280 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.22012 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  16.20535 ,  4.00000 ,  1.25404 ,  1.02478 ,  2.49162 ,  1.03638 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  12.21476 ,  4.00000 ,  1.23248 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00603 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  11.17598 ,  4.00000 ,  1.00000 ,  1.00571 ,  1.00000 ,  1.00054 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.03337 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  74.65555 ,  4.00000 ,  2.76503 ,  4.00000 ,  3.98500 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.61534 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  57.28644 ,  4.00000 ,  4.00000 ,  1.39434 ,  3.82681 ,  1.89670 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  42.71302 ,  4.00000 ,  1.51658 ,  1.93931 ,  3.16985 ,  2.59123 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.83405 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  40.98562 ,  4.00000 ,  3.06035 ,  1.10314 ,  3.84003 ,  1.10836 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.99064 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  32.59427 ,  4.00000 ,  3.08134 ,  1.46263 ,  4.00000 ,  1.06488 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.08239 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  24.87056 ,  4.00000 ,  1.36861 ,  1.49611 ,  3.52069 ,  1.35808 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.22157 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  23.43953 ,  4.00000 ,  1.40088 ,  1.25075 ,  3.72301 ,  1.44518 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.02077 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  23.26030 ,  4.00000 ,  1.42969 ,  1.27556 ,  3.61301 ,  1.39473 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.02945 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  22.56963 ,  4.00000 ,  1.20089 ,  1.49136 ,  1.29975 ,  1.25275 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.01982 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  18.37522 ,  4.00000 ,  1.03185 ,  1.27388 ,  1.00000 ,  1.87820 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.21268 
Person. Nacionais - Tracking',João Doria,14,1,2021,  17.98727 ,  4.00000 ,  1.27799 ,  1.24853 ,  1.95963 ,  1.12718 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.21142 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  16.05925 ,  4.00000 ,  1.23455 ,  1.02341 ,  2.48338 ,  1.03333 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  12.11709 ,  4.00000 ,  1.21865 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00164 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  11.17340 ,  4.00000 ,  1.00000 ,  1.00608 ,  1.00000 ,  1.00055 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.03252 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  74.22713 ,  4.00000 ,  2.74398 ,  4.00000 ,  3.99270 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.55559 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  57.85838 ,  4.00000 ,  4.00000 ,  1.41529 ,  3.83566 ,  1.98094 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  43.26104 ,  4.00000 ,  3.16725 ,  1.13680 ,  3.87045 ,  1.26007 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.10976 
Person. Nacionais - Tracking',Lula,14,1,2021,  43.11809 ,  4.00000 ,  1.50981 ,  1.91014 ,  3.17665 ,  2.52328 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.00117 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  33.14805 ,  4.00000 ,  3.08589 ,  1.44662 ,  4.00000 ,  1.11030 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.15165 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  24.86016 ,  4.00000 ,  1.34908 ,  1.53232 ,  3.41205 ,  1.37317 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.23388 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  24.06738 ,  4.00000 ,  1.40001 ,  1.26807 ,  3.79144 ,  1.48390 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.05118 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  23.83437 ,  4.00000 ,  1.40885 ,  1.30869 ,  3.58264 ,  1.49703 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.03733 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  19.71141 ,  4.00000 ,  1.17857 ,  1.17568 ,  1.17735 ,  1.08383 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.05982 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  19.14774 ,  4.00000 ,  1.03428 ,  1.27999 ,  1.00000 ,  1.90915 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.31348 
Person. Nacionais - Tracking',João Doria,14,1,2021,  17.44410 ,  4.00000 ,  1.24282 ,  1.18725 ,  1.97758 ,  1.09893 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.22827 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  16.02950 ,  4.00000 ,  1.22751 ,  1.02148 ,  2.47700 ,  1.03446 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00500 
