CATEGORIA,PERFIL,DIA,MES,ANO,IPD,PD,FAMA,ENGAJ,VALENCIA,MOD,RANKING,META,INTERESSE
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  26.08420 ,  4.00000 ,  1.69102 ,  1.19938 ,  3.88152 ,  1.48737 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.16492 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  24.36592 ,  4.00000 ,  1.00000 ,  1.41785 ,  1.00000 ,  2.63279 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.47533 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  22.40958 ,  4.00000 ,  1.58217 ,  1.34766 ,  2.48532 ,  1.55221 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  18.91721 ,  4.00000 ,  1.66677 ,  1.02411 ,  2.43410 ,  1.11768 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.04596 
Person. Nacionais - Tracking',João Doria,14,1,2021,  18.57863 ,  4.00000 ,  1.41031 ,  1.10479 ,  2.04067 ,  1.07946 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.34753 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  16.64504 ,  4.00000 ,  1.63006 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.42081 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  16.58764 ,  4.00000 ,  1.32543 ,  1.24462 ,  1.38589 ,  1.18655 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.11295 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  81.23998 ,  4.00000 ,  3.59570 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  44.97426 ,  4.00000 ,  2.23838 ,  1.99132 ,  3.79358 ,  1.61939 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.12294 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  40.39393 ,  4.00000 ,  3.80926 ,  1.71582 ,  3.90863 ,  1.32275 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.33273 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  35.22786 ,  4.00000 ,  4.00000 ,  1.29432 ,  1.00000 ,  1.79056 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.48106 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  29.84171 ,  4.00000 ,  2.35747 ,  1.37194 ,  3.72104 ,  1.41509 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.16581 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  29.59183 ,  4.00000 ,  3.06540 ,  1.02636 ,  3.36507 ,  1.11103 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.23693 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  29.23275 ,  4.00000 ,  2.10599 ,  1.36014 ,  3.45960 ,  1.39509 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.43578 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  26.89956 ,  4.00000 ,  1.94835 ,  1.15131 ,  3.86965 ,  1.44507 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.16070 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  24.93098 ,  4.00000 ,  1.80126 ,  1.43902 ,  2.48984 ,  1.71459 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  21.86085 ,  4.00000 ,  1.00000 ,  1.34518 ,  1.00000 ,  2.42972 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.28836 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  20.36920 ,  4.00000 ,  1.95663 ,  1.01800 ,  2.43184 ,  1.10620 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.04958 
Person. Nacionais - Tracking',João Doria,14,1,2021,  18.72302 ,  4.00000 ,  1.52687 ,  1.06731 ,  1.96566 ,  1.06126 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.35049 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  18.45474 ,  4.00000 ,  1.97159 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.42187 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  16.61442 ,  4.00000 ,  1.36359 ,  1.24154 ,  1.38644 ,  1.14857 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.11930 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  82.51635 ,  4.00000 ,  3.83738 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  44.44176 ,  4.00000 ,  2.29802 ,  1.85711 ,  3.86085 ,  1.64602 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.05587 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  40.43057 ,  4.00000 ,  4.00000 ,  1.61842 ,  3.96444 ,  1.22442 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.32484 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  30.36723 ,  4.00000 ,  3.56943 ,  1.23874 ,  1.00000 ,  1.41514 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.41903 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  29.63210 ,  4.00000 ,  2.90848 ,  1.02489 ,  3.50782 ,  1.10197 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.34031 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  29.62560 ,  4.00000 ,  2.38307 ,  1.44274 ,  3.36759 ,  1.44662 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.15354 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  29.25485 ,  4.00000 ,  2.19959 ,  1.31605 ,  3.20539 ,  1.35954 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.53770 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  26.92930 ,  4.00000 ,  1.99622 ,  1.14254 ,  3.85418 ,  1.43720 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14371 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  25.53722 ,  4.00000 ,  1.83218 ,  1.44257 ,  2.48480 ,  1.79960 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  22.63927 ,  4.00000 ,  1.00000 ,  1.34830 ,  1.00000 ,  2.60386 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.26521 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  20.45339 ,  4.00000 ,  2.03176 ,  1.00925 ,  2.44210 ,  1.07893 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.02329 
Person. Nacionais - Tracking',João Doria,14,1,2021,  18.88671 ,  4.00000 ,  1.59310 ,  1.06652 ,  1.96417 ,  1.06048 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.31952 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  18.00388 ,  4.00000 ,  1.90606 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.40322 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  15.69873 ,  4.00000 ,  1.33252 ,  1.18603 ,  1.31973 ,  1.10606 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.10931 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  82.85402 ,  4.00000 ,  3.90131 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  51.34462 ,  4.00000 ,  2.85837 ,  2.58872 ,  3.73403 ,  1.88565 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.84841 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  41.70795 ,  4.00000 ,  4.00000 ,  1.91211 ,  3.92123 ,  1.20579 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.28838 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  34.63995 ,  4.00000 ,  3.59331 ,  1.11993 ,  3.63408 ,  1.19957 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.34825 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  31.71293 ,  4.00000 ,  2.39995 ,  1.83183 ,  3.37324 ,  1.38022 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.17076 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  30.48398 ,  4.00000 ,  2.98475 ,  1.01961 ,  3.48446 ,  1.08852 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.44784 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  30.21985 ,  4.00000 ,  2.25916 ,  1.38692 ,  3.31428 ,  1.39777 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.49989 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  26.60185 ,  4.00000 ,  2.01962 ,  1.13302 ,  3.80692 ,  1.40157 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.12577 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  24.80358 ,  4.00000 ,  1.86538 ,  1.43628 ,  2.47916 ,  1.63155 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  20.69217 ,  4.00000 ,  1.00000 ,  1.33876 ,  1.00000 ,  2.26339 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.23827 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  20.27272 ,  4.00000 ,  2.04683 ,  1.00653 ,  2.43029 ,  1.05911 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00282 
Person. Nacionais - Tracking',João Doria,14,1,2021,  19.41285 ,  4.00000 ,  1.66504 ,  1.09051 ,  1.89390 ,  1.05028 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.36042 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  17.67884 ,  4.00000 ,  1.87709 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.37260 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  16.33995 ,  4.00000 ,  1.43955 ,  1.24004 ,  1.31852 ,  1.07754 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.09428 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  82.83086 ,  4.00000 ,  3.89693 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  53.91054 ,  4.00000 ,  3.03216 ,  2.94247 ,  3.73022 ,  1.75712 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.89992 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  39.81354 ,  4.00000 ,  4.00000 ,  1.79478 ,  3.48756 ,  1.16557 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.29275 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  34.95566 ,  4.00000 ,  3.66129 ,  1.12539 ,  3.63311 ,  1.19208 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.34220 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  31.41893 ,  4.00000 ,  2.51712 ,  1.68246 ,  3.29866 ,  1.38681 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.18636 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  30.53415 ,  4.00000 ,  2.96774 ,  1.02730 ,  3.40700 ,  1.08388 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.50226 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  29.40138 ,  4.00000 ,  2.17593 ,  1.41542 ,  3.06286 ,  1.40150 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.50751 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  25.60434 ,  4.00000 ,  1.96220 ,  1.09561 ,  3.79792 ,  1.30434 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.13266 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  24.85503 ,  4.00000 ,  1.82206 ,  1.49890 ,  2.47861 ,  1.59677 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.01796 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  20.75107 ,  4.00000 ,  1.00000 ,  1.39003 ,  1.00000 ,  2.19468 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.25907 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  20.11559 ,  4.00000 ,  2.01350 ,  1.00625 ,  2.45225 ,  1.05591 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',João Doria,14,1,2021,  19.49864 ,  4.00000 ,  1.60047 ,  1.13165 ,  1.89467 ,  1.04548 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.39851 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  17.91219 ,  4.00000 ,  1.85055 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.43907 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  14.94419 ,  4.00000 ,  1.33592 ,  1.15751 ,  1.14829 ,  1.07729 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.10035 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  82.95239 ,  4.00000 ,  3.91994 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  54.10614 ,  4.00000 ,  3.08835 ,  2.72428 ,  3.78768 ,  1.84548 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.99924 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  37.12702 ,  4.00000 ,  4.00000 ,  1.33894 ,  3.76460 ,  1.06925 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.24829 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  35.16770 ,  4.00000 ,  3.72686 ,  1.15923 ,  3.63490 ,  1.19300 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.28222 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  31.21647 ,  4.00000 ,  2.51871 ,  1.66883 ,  3.07813 ,  1.45479 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.19514 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  31.02136 ,  4.00000 ,  2.95450 ,  1.06169 ,  3.47191 ,  1.10427 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.52008 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  29.05791 ,  4.00000 ,  2.16719 ,  1.38152 ,  2.94318 ,  1.44430 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.50134 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  27.78357 ,  4.00000 ,  2.02547 ,  1.22778 ,  3.68368 ,  1.56948 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.13389 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  21.73142 ,  4.00000 ,  1.00000 ,  1.43583 ,  1.00000 ,  2.34161 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.25315 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  20.38314 ,  4.00000 ,  2.00084 ,  1.04111 ,  2.45208 ,  1.08235 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',João Doria,14,1,2021,  20.19750 ,  4.00000 ,  1.65080 ,  1.15741 ,  1.88524 ,  1.05046 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.44883 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  17.59771 ,  4.00000 ,  1.77195 ,  1.04251 ,  1.00000 ,  1.00281 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.41112 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  15.39372 ,  4.00000 ,  1.81844 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.02104 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  15.20851 ,  4.00000 ,  1.34958 ,  1.21724 ,  1.11126 ,  1.07698 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.08981 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  83.37209 ,  4.00000 ,  3.99941 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  53.79864 ,  4.00000 ,  3.28796 ,  2.65129 ,  3.75747 ,  1.79076 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.89397 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  38.28727 ,  4.00000 ,  4.00000 ,  1.35032 ,  3.88918 ,  1.09992 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.36201 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  35.20680 ,  4.00000 ,  3.73066 ,  1.16421 ,  3.63759 ,  1.16468 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.30517 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  30.94765 ,  4.00000 ,  2.99148 ,  1.06304 ,  3.39093 ,  1.08838 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.51989 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  29.69686 ,  4.00000 ,  2.22337 ,  1.42900 ,  2.97661 ,  1.38604 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.55261 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  28.58750 ,  4.00000 ,  2.55839 ,  1.31849 ,  2.86976 ,  1.36720 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.21569 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  28.27493 ,  4.00000 ,  2.06844 ,  1.27714 ,  3.55755 ,  1.61722 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.14113 
Person. Nacionais - Tracking',João Doria,14,1,2021,  20.65749 ,  4.00000 ,  1.71402 ,  1.14464 ,  1.88681 ,  1.04645 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.48726 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  20.50399 ,  4.00000 ,  2.02146 ,  1.03818 ,  2.50169 ,  1.06466 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  17.32390 ,  4.00000 ,  1.78201 ,  1.02672 ,  1.00000 ,  1.00237 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.36942 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  15.49411 ,  4.00000 ,  1.84111 ,  1.00000 ,  1.00000 ,  1.00000 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.01759 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  15.10131 ,  4.00000 ,  1.33309 ,  1.21834 ,  1.11137 ,  1.07972 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.08257 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  12.37761 ,  4.00000 ,  1.00000 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.25353 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  83.37521 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  53.70851 ,  4.00000 ,  3.38811 ,  2.46406 ,  3.74589 ,  1.83776 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  2.93672 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  36.92176 ,  4.00000 ,  3.80971 ,  1.27220 ,  3.94630 ,  1.09031 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.36177 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  34.48823 ,  4.00000 ,  3.70208 ,  1.13776 ,  3.62972 ,  1.13101 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.26510 
Person. Nacionais - Tracking',Rodrigo Pacheco,14,1,2021,  30.45903 ,  4.00000 ,  3.00112 ,  1.05923 ,  3.40434 ,  1.09258 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.41821 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  29.76065 ,  4.00000 ,  2.22898 ,  1.39244 ,  3.06772 ,  1.34312 ,6,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.59606 
Person. Nacionais - Tracking',Guilherme Boulos,14,1,2021,  29.25370 ,  4.00000 ,  2.57332 ,  1.44564 ,  2.91673 ,  1.35501 ,7,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.18170 
Person. Nacionais - Tracking',Fernando Haddad,14,1,2021,  27.92856 ,  4.00000 ,  2.06735 ,  1.30378 ,  3.27026 ,  1.67676 ,8,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.12199 
Person. Nacionais - Tracking',Flávio Dino,14,1,2021,  20.56136 ,  4.00000 ,  2.03630 ,  1.05536 ,  2.37263 ,  1.10195 ,9,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.00000 
Person. Nacionais - Tracking',João Doria,14,1,2021,  19.89570 ,  4.00000 ,  1.65965 ,  1.14557 ,  1.79616 ,  1.04916 ,10,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.43814 
Person. Nacionais - Tracking',Luiza Trajano,14,1,2021,  17.44086 ,  4.00000 ,  1.86809 ,  1.02004 ,  1.00000 ,  1.00293 ,11,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.31563 
Person. Nacionais - Tracking',Rodrigo Maia,14,1,2021,  15.63530 ,  4.00000 ,  1.43086 ,  1.21032 ,  1.11104 ,  1.11066 ,12,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.06587 
Person. Nacionais - Tracking',Alexandre Kalil,14,1,2021,  15.47879 ,  4.00000 ,  1.84508 ,  1.00000 ,  1.00000 ,  1.00000 ,13,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.01114 
Person. Nacionais - Tracking',Sergio Moro,14,1,2021,  12.09449 ,  4.00000 ,  1.00000 ,  1.00000 ,  1.00000 ,  1.00000 ,14,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.20315 
Person. Nacionais - Tracking',Jair Bolsonaro,14,1,2021,  76.24805 ,  4.00000 ,  2.65341 ,  4.00000 ,  3.99361 ,  4.00000 ,1,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  4.00000 
Person. Nacionais - Tracking',Lula,14,1,2021,  50.33050 ,  4.00000 ,  2.05791 ,  2.59316 ,  3.88581 ,  2.24268 ,2,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  3.02596 
Person. Nacionais - Tracking',Luciano Huck,14,1,2021,  39.84549 ,  4.00000 ,  4.00000 ,  1.47379 ,  4.00000 ,  1.22630 ,3,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.35114 
Person. Nacionais - Tracking',Arthur Lira,14,1,2021,  28.64567 ,  4.00000 ,  2.46271 ,  1.18184 ,  3.67121 ,  1.21325 ,4,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.25272 
Person. Nacionais - Tracking',Ciro Gomes,14,1,2021,  26.55633 ,  4.00000 ,  1.52800 ,  1.43588 ,  3.00019 ,  1.50253 ,5,"{'partido':'', 'sigla':'', 'pasta':'', 'uf':'', 'cidade':''}",  1.52417 
